geometry
"POLYGON ((18.5 23, 18.5 22.5, 18 22.5, 18 23, 18.5 23))"
"POLYGON ((19 23, 19 22.5, 18.5 22.5, 18.5 23, 19 23))"
"POLYGON ((19.5 23, 19.5 22.5, 19 22.5, 19 23, 19.5 23))"
"POLYGON ((20 23, 20 22.5, 19.5 22.5, 19.5 23, 20 23))"
"POLYGON ((20.5 23, 20.5 22.5, 20 22.5, 20 23, 20.5 23))"
"POLYGON ((21 23, 21 22.5, 20.5 22.5, 20.5 23, 21 23))"
"POLYGON ((21.5 23, 21.5 22.5, 21 22.5, 21 23, 21.5 23))"
"POLYGON ((22 23, 22 22.5, 21.5 22.5, 21.5 23, 22 23))"
"POLYGON ((22.5 23, 22.5 22.5, 22 22.5, 22 23, 22.5 23))"
"POLYGON ((23 23, 23 22.5, 22.5 22.5, 22.5 23, 23 23))"
"POLYGON ((23.5 23, 23.5 22.5, 23 22.5, 23 23, 23.5 23))"
"POLYGON ((24 23, 24 22.5, 23.5 22.5, 23.5 23, 24 23))"
"POLYGON ((24.5 23, 24.5 22.5, 24 22.5, 24 23, 24.5 23))"
"POLYGON ((25 23, 25 22.5, 24.5 22.5, 24.5 23, 25 23))"
"POLYGON ((25.5 23, 25.5 22.5, 25 22.5, 25 23, 25.5 23))"
"POLYGON ((26 23, 26 22.5, 25.5 22.5, 25.5 23, 26 23))"
"POLYGON ((26.5 23, 26.5 22.5, 26 22.5, 26 23, 26.5 23))"
"POLYGON ((27 23, 27 22.5, 26.5 22.5, 26.5 23, 27 23))"
"POLYGON ((27.5 23, 27.5 22.5, 27 22.5, 27 23, 27.5 23))"
"POLYGON ((28 23, 28 22.5, 27.5 22.5, 27.5 23, 28 23))"
"POLYGON ((28.5 23, 28.5 22.5, 28 22.5, 28 23, 28.5 23))"
"POLYGON ((29 23, 29 22.5, 28.5 22.5, 28.5 23, 29 23))"
"POLYGON ((29.5 23, 29.5 22.5, 29 22.5, 29 23, 29.5 23))"
"POLYGON ((30 23, 30 22.5, 29.5 22.5, 29.5 23, 30 23))"
"POLYGON ((30.5 23, 30.5 22.5, 30 22.5, 30 23, 30.5 23))"
"POLYGON ((31 23, 31 22.5, 30.5 22.5, 30.5 23, 31 23))"
"POLYGON ((31.5 23, 31.5 22.5, 31 22.5, 31 23, 31.5 23))"
"POLYGON ((32 23, 32 22.5, 31.5 22.5, 31.5 23, 32 23))"
"POLYGON ((32.5 23, 32.5 22.5, 32 22.5, 32 23, 32.5 23))"
"POLYGON ((33 23, 33 22.5, 32.5 22.5, 32.5 23, 33 23))"
"POLYGON ((33.5 23, 33.5 22.5, 33 22.5, 33 23, 33.5 23))"
"POLYGON ((34 23, 34 22.5, 33.5 22.5, 33.5 23, 34 23))"
"POLYGON ((34.5 23, 34.5 22.5, 34 22.5, 34 23, 34.5 23))"
"POLYGON ((35 23, 35 22.5, 34.5 22.5, 34.5 23, 35 23))"
"POLYGON ((35.5 23, 35.5 22.5, 35 22.5, 35 23, 35.5 23))"
"POLYGON ((36 23, 36 22.5, 35.5 22.5, 35.5 23, 36 23))"
"POLYGON ((-15.5 23.5, -15.5 23, -16 23, -16 23.5, -15.5 23.5))"
"POLYGON ((-15 23.5, -15 23, -15.5 23, -15.5 23.5, -15 23.5))"
"POLYGON ((-14.5 23.5, -14.5 23, -15 23, -15 23.5, -14.5 23.5))"
"POLYGON ((-14 23.5, -14 23, -14.5 23, -14.5 23.5, -14 23.5))"
"POLYGON ((-13.5 23.5, -13.5 23, -14 23, -14 23.5, -13.5 23.5))"
"POLYGON ((-13 23.5, -13 23, -13.5 23, -13.5 23.5, -13 23.5))"
"POLYGON ((-12.5 23.5, -12.5 23, -13 23, -13 23.5, -12.5 23.5))"
"POLYGON ((-12 23.5, -12 23, -12.5 23, -12.5 23.5, -12 23.5))"
"POLYGON ((-11.5 23.5, -11.5 23, -12 23, -12 23.5, -11.5 23.5))"
"POLYGON ((-11 23.5, -11 23, -11.5 23, -11.5 23.5, -11 23.5))"
"POLYGON ((-10.5 23.5, -10.5 23, -11 23, -11 23.5, -10.5 23.5))"
"POLYGON ((-10 23.5, -10 23, -10.5 23, -10.5 23.5, -10 23.5))"
"POLYGON ((-9.5 23.5, -9.5 23, -10 23, -10 23.5, -9.5 23.5))"
"POLYGON ((-9 23.5, -9 23, -9.5 23, -9.5 23.5, -9 23.5))"
"POLYGON ((-8.5 23.5, -8.5 23, -9 23, -9 23.5, -8.5 23.5))"
"POLYGON ((-8 23.5, -8 23, -8.5 23, -8.5 23.5, -8 23.5))"
"POLYGON ((-7.5 23.5, -7.5 23, -8 23, -8 23.5, -7.5 23.5))"
"POLYGON ((-7 23.5, -7 23, -7.5 23, -7.5 23.5, -7 23.5))"
"POLYGON ((-6.5 23.5, -6.5 23, -7 23, -7 23.5, -6.5 23.5))"
"POLYGON ((-6 23.5, -6 23, -6.5 23, -6.5 23.5, -6 23.5))"
"POLYGON ((-5.5 23.5, -5.5 23, -6 23, -6 23.5, -5.5 23.5))"
"POLYGON ((-5 23.5, -5 23, -5.5 23, -5.5 23.5, -5 23.5))"
"POLYGON ((-4.5 23.5, -4.5 23, -5 23, -5 23.5, -4.5 23.5))"
"POLYGON ((-4 23.5, -4 23, -4.5 23, -4.5 23.5, -4 23.5))"
"POLYGON ((-3.5 23.5, -3.5 23, -4 23, -4 23.5, -3.5 23.5))"
"POLYGON ((-3 23.5, -3 23, -3.5 23, -3.5 23.5, -3 23.5))"
"POLYGON ((-2.5 23.5, -2.5 23, -3 23, -3 23.5, -2.5 23.5))"
"POLYGON ((-2 23.5, -2 23, -2.5 23, -2.5 23.5, -2 23.5))"
"POLYGON ((-1.5 23.5, -1.5 23, -2 23, -2 23.5, -1.5 23.5))"
"POLYGON ((-1 23.5, -1 23, -1.5 23, -1.5 23.5, -1 23.5))"
"POLYGON ((-0.5 23.5, -0.5 23, -1 23, -1 23.5, -0.5 23.5))"
"POLYGON ((0 23.5, 0 23, -0.5 23, -0.5 23.5, 0 23.5))"
"POLYGON ((0.5 23.5, 0.5 23, 0 23, 0 23.5, 0.5 23.5))"
"POLYGON ((1 23.5, 1 23, 0.5 23, 0.5 23.5, 1 23.5))"
"POLYGON ((1.5 23.5, 1.5 23, 1 23, 1 23.5, 1.5 23.5))"
"POLYGON ((2 23.5, 2 23, 1.5 23, 1.5 23.5, 2 23.5))"
"POLYGON ((2.5 23.5, 2.5 23, 2 23, 2 23.5, 2.5 23.5))"
"POLYGON ((3 23.5, 3 23, 2.5 23, 2.5 23.5, 3 23.5))"
"POLYGON ((3.5 23.5, 3.5 23, 3 23, 3 23.5, 3.5 23.5))"
"POLYGON ((4 23.5, 4 23, 3.5 23, 3.5 23.5, 4 23.5))"
"POLYGON ((4.5 23.5, 4.5 23, 4 23, 4 23.5, 4.5 23.5))"
"POLYGON ((5 23.5, 5 23, 4.5 23, 4.5 23.5, 5 23.5))"
"POLYGON ((5.5 23.5, 5.5 23, 5 23, 5 23.5, 5.5 23.5))"
"POLYGON ((6 23.5, 6 23, 5.5 23, 5.5 23.5, 6 23.5))"
"POLYGON ((6.5 23.5, 6.5 23, 6 23, 6 23.5, 6.5 23.5))"
"POLYGON ((7 23.5, 7 23, 6.5 23, 6.5 23.5, 7 23.5))"
"POLYGON ((7.5 23.5, 7.5 23, 7 23, 7 23.5, 7.5 23.5))"
"POLYGON ((8 23.5, 8 23, 7.5 23, 7.5 23.5, 8 23.5))"
"POLYGON ((8.5 23.5, 8.5 23, 8 23, 8 23.5, 8.5 23.5))"
"POLYGON ((9 23.5, 9 23, 8.5 23, 8.5 23.5, 9 23.5))"
"POLYGON ((9.5 23.5, 9.5 23, 9 23, 9 23.5, 9.5 23.5))"
"POLYGON ((10 23.5, 10 23, 9.5 23, 9.5 23.5, 10 23.5))"
"POLYGON ((10.5 23.5, 10.5 23, 10 23, 10 23.5, 10.5 23.5))"
"POLYGON ((11 23.5, 11 23, 10.5 23, 10.5 23.5, 11 23.5))"
"POLYGON ((11.5 23.5, 11.5 23, 11 23, 11 23.5, 11.5 23.5))"
"POLYGON ((12 23.5, 12 23, 11.5 23, 11.5 23.5, 12 23.5))"
"POLYGON ((12.5 23.5, 12.5 23, 12 23, 12 23.5, 12.5 23.5))"
"POLYGON ((13 23.5, 13 23, 12.5 23, 12.5 23.5, 13 23.5))"
"POLYGON ((13.5 23.5, 13.5 23, 13 23, 13 23.5, 13.5 23.5))"
"POLYGON ((14 23.5, 14 23, 13.5 23, 13.5 23.5, 14 23.5))"
"POLYGON ((14.5 23.5, 14.5 23, 14 23, 14 23.5, 14.5 23.5))"
"POLYGON ((15 23.5, 15 23, 14.5 23, 14.5 23.5, 15 23.5))"
"POLYGON ((15.5 23.5, 15.5 23, 15 23, 15 23.5, 15.5 23.5))"
"POLYGON ((16 23.5, 16 23, 15.5 23, 15.5 23.5, 16 23.5))"
"POLYGON ((16.5 23.5, 16.5 23, 16 23, 16 23.5, 16.5 23.5))"
"POLYGON ((17 23.5, 17 23, 16.5 23, 16.5 23.5, 17 23.5))"
"POLYGON ((17.5 23.5, 17.5 23, 17 23, 17 23.5, 17.5 23.5))"
"POLYGON ((18 23.5, 18 23, 17.5 23, 17.5 23.5, 18 23.5))"
"POLYGON ((18.5 23.5, 18.5 23, 18 23, 18 23.5, 18.5 23.5))"
"POLYGON ((19 23.5, 19 23, 18.5 23, 18.5 23.5, 19 23.5))"
"POLYGON ((19.5 23.5, 19.5 23, 19 23, 19 23.5, 19.5 23.5))"
"POLYGON ((20 23.5, 20 23, 19.5 23, 19.5 23.5, 20 23.5))"
"POLYGON ((20.5 23.5, 20.5 23, 20 23, 20 23.5, 20.5 23.5))"
"POLYGON ((21 23.5, 21 23, 20.5 23, 20.5 23.5, 21 23.5))"
"POLYGON ((21.5 23.5, 21.5 23, 21 23, 21 23.5, 21.5 23.5))"
"POLYGON ((22 23.5, 22 23, 21.5 23, 21.5 23.5, 22 23.5))"
"POLYGON ((22.5 23.5, 22.5 23, 22 23, 22 23.5, 22.5 23.5))"
"POLYGON ((23 23.5, 23 23, 22.5 23, 22.5 23.5, 23 23.5))"
"POLYGON ((23.5 23.5, 23.5 23, 23 23, 23 23.5, 23.5 23.5))"
"POLYGON ((24 23.5, 24 23, 23.5 23, 23.5 23.5, 24 23.5))"
"POLYGON ((24.5 23.5, 24.5 23, 24 23, 24 23.5, 24.5 23.5))"
"POLYGON ((25 23.5, 25 23, 24.5 23, 24.5 23.5, 25 23.5))"
"POLYGON ((25.5 23.5, 25.5 23, 25 23, 25 23.5, 25.5 23.5))"
"POLYGON ((26 23.5, 26 23, 25.5 23, 25.5 23.5, 26 23.5))"
"POLYGON ((26.5 23.5, 26.5 23, 26 23, 26 23.5, 26.5 23.5))"
"POLYGON ((27 23.5, 27 23, 26.5 23, 26.5 23.5, 27 23.5))"
"POLYGON ((27.5 23.5, 27.5 23, 27 23, 27 23.5, 27.5 23.5))"
"POLYGON ((28 23.5, 28 23, 27.5 23, 27.5 23.5, 28 23.5))"
"POLYGON ((28.5 23.5, 28.5 23, 28 23, 28 23.5, 28.5 23.5))"
"POLYGON ((29 23.5, 29 23, 28.5 23, 28.5 23.5, 29 23.5))"
"POLYGON ((29.5 23.5, 29.5 23, 29 23, 29 23.5, 29.5 23.5))"
"POLYGON ((30 23.5, 30 23, 29.5 23, 29.5 23.5, 30 23.5))"
"POLYGON ((30.5 23.5, 30.5 23, 30 23, 30 23.5, 30.5 23.5))"
"POLYGON ((31 23.5, 31 23, 30.5 23, 30.5 23.5, 31 23.5))"
"POLYGON ((31.5 23.5, 31.5 23, 31 23, 31 23.5, 31.5 23.5))"
"POLYGON ((32 23.5, 32 23, 31.5 23, 31.5 23.5, 32 23.5))"
"POLYGON ((32.5 23.5, 32.5 23, 32 23, 32 23.5, 32.5 23.5))"
"POLYGON ((33 23.5, 33 23, 32.5 23, 32.5 23.5, 33 23.5))"
"POLYGON ((33.5 23.5, 33.5 23, 33 23, 33 23.5, 33.5 23.5))"
"POLYGON ((34 23.5, 34 23, 33.5 23, 33.5 23.5, 34 23.5))"
"POLYGON ((34.5 23.5, 34.5 23, 34 23, 34 23.5, 34.5 23.5))"
"POLYGON ((35 23.5, 35 23, 34.5 23, 34.5 23.5, 35 23.5))"
"POLYGON ((35.5 23.5, 35.5 23, 35 23, 35 23.5, 35.5 23.5))"
"POLYGON ((-15.5 24, -15.5 23.5, -16 23.5, -16 24, -15.5 24))"
"POLYGON ((-15 24, -15 23.5, -15.5 23.5, -15.5 24, -15 24))"
"POLYGON ((-14.5 24, -14.5 23.5, -15 23.5, -15 24, -14.5 24))"
"POLYGON ((-14 24, -14 23.5, -14.5 23.5, -14.5 24, -14 24))"
"POLYGON ((-13.5 24, -13.5 23.5, -14 23.5, -14 24, -13.5 24))"
"POLYGON ((-13 24, -13 23.5, -13.5 23.5, -13.5 24, -13 24))"
"POLYGON ((-12.5 24, -12.5 23.5, -13 23.5, -13 24, -12.5 24))"
"POLYGON ((-12 24, -12 23.5, -12.5 23.5, -12.5 24, -12 24))"
"POLYGON ((-11.5 24, -11.5 23.5, -12 23.5, -12 24, -11.5 24))"
"POLYGON ((-11 24, -11 23.5, -11.5 23.5, -11.5 24, -11 24))"
"POLYGON ((-10.5 24, -10.5 23.5, -11 23.5, -11 24, -10.5 24))"
"POLYGON ((-10 24, -10 23.5, -10.5 23.5, -10.5 24, -10 24))"
"POLYGON ((-9.5 24, -9.5 23.5, -10 23.5, -10 24, -9.5 24))"
"POLYGON ((-9 24, -9 23.5, -9.5 23.5, -9.5 24, -9 24))"
"POLYGON ((-8.5 24, -8.5 23.5, -9 23.5, -9 24, -8.5 24))"
"POLYGON ((-8 24, -8 23.5, -8.5 23.5, -8.5 24, -8 24))"
"POLYGON ((-7.5 24, -7.5 23.5, -8 23.5, -8 24, -7.5 24))"
"POLYGON ((-7 24, -7 23.5, -7.5 23.5, -7.5 24, -7 24))"
"POLYGON ((-6.5 24, -6.5 23.5, -7 23.5, -7 24, -6.5 24))"
"POLYGON ((-6 24, -6 23.5, -6.5 23.5, -6.5 24, -6 24))"
"POLYGON ((-5.5 24, -5.5 23.5, -6 23.5, -6 24, -5.5 24))"
"POLYGON ((-5 24, -5 23.5, -5.5 23.5, -5.5 24, -5 24))"
"POLYGON ((-4.5 24, -4.5 23.5, -5 23.5, -5 24, -4.5 24))"
"POLYGON ((-4 24, -4 23.5, -4.5 23.5, -4.5 24, -4 24))"
"POLYGON ((-3.5 24, -3.5 23.5, -4 23.5, -4 24, -3.5 24))"
"POLYGON ((-3 24, -3 23.5, -3.5 23.5, -3.5 24, -3 24))"
"POLYGON ((-2.5 24, -2.5 23.5, -3 23.5, -3 24, -2.5 24))"
"POLYGON ((-2 24, -2 23.5, -2.5 23.5, -2.5 24, -2 24))"
"POLYGON ((-1.5 24, -1.5 23.5, -2 23.5, -2 24, -1.5 24))"
"POLYGON ((-1 24, -1 23.5, -1.5 23.5, -1.5 24, -1 24))"
"POLYGON ((-0.5 24, -0.5 23.5, -1 23.5, -1 24, -0.5 24))"
"POLYGON ((0 24, 0 23.5, -0.5 23.5, -0.5 24, 0 24))"
"POLYGON ((0.5 24, 0.5 23.5, 0 23.5, 0 24, 0.5 24))"
"POLYGON ((1 24, 1 23.5, 0.5 23.5, 0.5 24, 1 24))"
"POLYGON ((1.5 24, 1.5 23.5, 1 23.5, 1 24, 1.5 24))"
"POLYGON ((2 24, 2 23.5, 1.5 23.5, 1.5 24, 2 24))"
"POLYGON ((2.5 24, 2.5 23.5, 2 23.5, 2 24, 2.5 24))"
"POLYGON ((3 24, 3 23.5, 2.5 23.5, 2.5 24, 3 24))"
"POLYGON ((3.5 24, 3.5 23.5, 3 23.5, 3 24, 3.5 24))"
"POLYGON ((4 24, 4 23.5, 3.5 23.5, 3.5 24, 4 24))"
"POLYGON ((4.5 24, 4.5 23.5, 4 23.5, 4 24, 4.5 24))"
"POLYGON ((5 24, 5 23.5, 4.5 23.5, 4.5 24, 5 24))"
"POLYGON ((5.5 24, 5.5 23.5, 5 23.5, 5 24, 5.5 24))"
"POLYGON ((6 24, 6 23.5, 5.5 23.5, 5.5 24, 6 24))"
"POLYGON ((6.5 24, 6.5 23.5, 6 23.5, 6 24, 6.5 24))"
"POLYGON ((7 24, 7 23.5, 6.5 23.5, 6.5 24, 7 24))"
"POLYGON ((7.5 24, 7.5 23.5, 7 23.5, 7 24, 7.5 24))"
"POLYGON ((8 24, 8 23.5, 7.5 23.5, 7.5 24, 8 24))"
"POLYGON ((8.5 24, 8.5 23.5, 8 23.5, 8 24, 8.5 24))"
"POLYGON ((9 24, 9 23.5, 8.5 23.5, 8.5 24, 9 24))"
"POLYGON ((9.5 24, 9.5 23.5, 9 23.5, 9 24, 9.5 24))"
"POLYGON ((10 24, 10 23.5, 9.5 23.5, 9.5 24, 10 24))"
"POLYGON ((10.5 24, 10.5 23.5, 10 23.5, 10 24, 10.5 24))"
"POLYGON ((11 24, 11 23.5, 10.5 23.5, 10.5 24, 11 24))"
"POLYGON ((11.5 24, 11.5 23.5, 11 23.5, 11 24, 11.5 24))"
"POLYGON ((12 24, 12 23.5, 11.5 23.5, 11.5 24, 12 24))"
"POLYGON ((12.5 24, 12.5 23.5, 12 23.5, 12 24, 12.5 24))"
"POLYGON ((13 24, 13 23.5, 12.5 23.5, 12.5 24, 13 24))"
"POLYGON ((13.5 24, 13.5 23.5, 13 23.5, 13 24, 13.5 24))"
"POLYGON ((14 24, 14 23.5, 13.5 23.5, 13.5 24, 14 24))"
"POLYGON ((14.5 24, 14.5 23.5, 14 23.5, 14 24, 14.5 24))"
"POLYGON ((15 24, 15 23.5, 14.5 23.5, 14.5 24, 15 24))"
"POLYGON ((15.5 24, 15.5 23.5, 15 23.5, 15 24, 15.5 24))"
"POLYGON ((16 24, 16 23.5, 15.5 23.5, 15.5 24, 16 24))"
"POLYGON ((16.5 24, 16.5 23.5, 16 23.5, 16 24, 16.5 24))"
"POLYGON ((17 24, 17 23.5, 16.5 23.5, 16.5 24, 17 24))"
"POLYGON ((17.5 24, 17.5 23.5, 17 23.5, 17 24, 17.5 24))"
"POLYGON ((18 24, 18 23.5, 17.5 23.5, 17.5 24, 18 24))"
"POLYGON ((18.5 24, 18.5 23.5, 18 23.5, 18 24, 18.5 24))"
"POLYGON ((19 24, 19 23.5, 18.5 23.5, 18.5 24, 19 24))"
"POLYGON ((19.5 24, 19.5 23.5, 19 23.5, 19 24, 19.5 24))"
"POLYGON ((20 24, 20 23.5, 19.5 23.5, 19.5 24, 20 24))"
"POLYGON ((20.5 24, 20.5 23.5, 20 23.5, 20 24, 20.5 24))"
"POLYGON ((21 24, 21 23.5, 20.5 23.5, 20.5 24, 21 24))"
"POLYGON ((21.5 24, 21.5 23.5, 21 23.5, 21 24, 21.5 24))"
"POLYGON ((22 24, 22 23.5, 21.5 23.5, 21.5 24, 22 24))"
"POLYGON ((22.5 24, 22.5 23.5, 22 23.5, 22 24, 22.5 24))"
"POLYGON ((23 24, 23 23.5, 22.5 23.5, 22.5 24, 23 24))"
"POLYGON ((23.5 24, 23.5 23.5, 23 23.5, 23 24, 23.5 24))"
"POLYGON ((24 24, 24 23.5, 23.5 23.5, 23.5 24, 24 24))"
"POLYGON ((24.5 24, 24.5 23.5, 24 23.5, 24 24, 24.5 24))"
"POLYGON ((25 24, 25 23.5, 24.5 23.5, 24.5 24, 25 24))"
"POLYGON ((25.5 24, 25.5 23.5, 25 23.5, 25 24, 25.5 24))"
"POLYGON ((26 24, 26 23.5, 25.5 23.5, 25.5 24, 26 24))"
"POLYGON ((26.5 24, 26.5 23.5, 26 23.5, 26 24, 26.5 24))"
"POLYGON ((27 24, 27 23.5, 26.5 23.5, 26.5 24, 27 24))"
"POLYGON ((27.5 24, 27.5 23.5, 27 23.5, 27 24, 27.5 24))"
"POLYGON ((28 24, 28 23.5, 27.5 23.5, 27.5 24, 28 24))"
"POLYGON ((28.5 24, 28.5 23.5, 28 23.5, 28 24, 28.5 24))"
"POLYGON ((29 24, 29 23.5, 28.5 23.5, 28.5 24, 29 24))"
"POLYGON ((29.5 24, 29.5 23.5, 29 23.5, 29 24, 29.5 24))"
"POLYGON ((30 24, 30 23.5, 29.5 23.5, 29.5 24, 30 24))"
"POLYGON ((30.5 24, 30.5 23.5, 30 23.5, 30 24, 30.5 24))"
"POLYGON ((31 24, 31 23.5, 30.5 23.5, 30.5 24, 31 24))"
"POLYGON ((31.5 24, 31.5 23.5, 31 23.5, 31 24, 31.5 24))"
"POLYGON ((32 24, 32 23.5, 31.5 23.5, 31.5 24, 32 24))"
"POLYGON ((32.5 24, 32.5 23.5, 32 23.5, 32 24, 32.5 24))"
"POLYGON ((33 24, 33 23.5, 32.5 23.5, 32.5 24, 33 24))"
"POLYGON ((33.5 24, 33.5 23.5, 33 23.5, 33 24, 33.5 24))"
"POLYGON ((34 24, 34 23.5, 33.5 23.5, 33.5 24, 34 24))"
"POLYGON ((34.5 24, 34.5 23.5, 34 23.5, 34 24, 34.5 24))"
"POLYGON ((35 24, 35 23.5, 34.5 23.5, 34.5 24, 35 24))"
"POLYGON ((35.5 24, 35.5 23.5, 35 23.5, 35 24, 35.5 24))"
"POLYGON ((-15 24.5, -15 24, -15.5 24, -15.5 24.5, -15 24.5))"
"POLYGON ((-14.5 24.5, -14.5 24, -15 24, -15 24.5, -14.5 24.5))"
"POLYGON ((-14 24.5, -14 24, -14.5 24, -14.5 24.5, -14 24.5))"
"POLYGON ((-13.5 24.5, -13.5 24, -14 24, -14 24.5, -13.5 24.5))"
"POLYGON ((-13 24.5, -13 24, -13.5 24, -13.5 24.5, -13 24.5))"
"POLYGON ((-12.5 24.5, -12.5 24, -13 24, -13 24.5, -12.5 24.5))"
"POLYGON ((-12 24.5, -12 24, -12.5 24, -12.5 24.5, -12 24.5))"
"POLYGON ((-11.5 24.5, -11.5 24, -12 24, -12 24.5, -11.5 24.5))"
"POLYGON ((-11 24.5, -11 24, -11.5 24, -11.5 24.5, -11 24.5))"
"POLYGON ((-10.5 24.5, -10.5 24, -11 24, -11 24.5, -10.5 24.5))"
"POLYGON ((-10 24.5, -10 24, -10.5 24, -10.5 24.5, -10 24.5))"
"POLYGON ((-9.5 24.5, -9.5 24, -10 24, -10 24.5, -9.5 24.5))"
"POLYGON ((-9 24.5, -9 24, -9.5 24, -9.5 24.5, -9 24.5))"
"POLYGON ((-8.5 24.5, -8.5 24, -9 24, -9 24.5, -8.5 24.5))"
"POLYGON ((-8 24.5, -8 24, -8.5 24, -8.5 24.5, -8 24.5))"
"POLYGON ((-7.5 24.5, -7.5 24, -8 24, -8 24.5, -7.5 24.5))"
"POLYGON ((-7 24.5, -7 24, -7.5 24, -7.5 24.5, -7 24.5))"
"POLYGON ((-6.5 24.5, -6.5 24, -7 24, -7 24.5, -6.5 24.5))"
"POLYGON ((-6 24.5, -6 24, -6.5 24, -6.5 24.5, -6 24.5))"
"POLYGON ((-5.5 24.5, -5.5 24, -6 24, -6 24.5, -5.5 24.5))"
"POLYGON ((-5 24.5, -5 24, -5.5 24, -5.5 24.5, -5 24.5))"
"POLYGON ((-4.5 24.5, -4.5 24, -5 24, -5 24.5, -4.5 24.5))"
"POLYGON ((-4 24.5, -4 24, -4.5 24, -4.5 24.5, -4 24.5))"
"POLYGON ((-3.5 24.5, -3.5 24, -4 24, -4 24.5, -3.5 24.5))"
"POLYGON ((-3 24.5, -3 24, -3.5 24, -3.5 24.5, -3 24.5))"
"POLYGON ((-2.5 24.5, -2.5 24, -3 24, -3 24.5, -2.5 24.5))"
"POLYGON ((-2 24.5, -2 24, -2.5 24, -2.5 24.5, -2 24.5))"
"POLYGON ((-1.5 24.5, -1.5 24, -2 24, -2 24.5, -1.5 24.5))"
"POLYGON ((-1 24.5, -1 24, -1.5 24, -1.5 24.5, -1 24.5))"
"POLYGON ((-0.5 24.5, -0.5 24, -1 24, -1 24.5, -0.5 24.5))"
"POLYGON ((0 24.5, 0 24, -0.5 24, -0.5 24.5, 0 24.5))"
"POLYGON ((0.5 24.5, 0.5 24, 0 24, 0 24.5, 0.5 24.5))"
"POLYGON ((1 24.5, 1 24, 0.5 24, 0.5 24.5, 1 24.5))"
"POLYGON ((1.5 24.5, 1.5 24, 1 24, 1 24.5, 1.5 24.5))"
"POLYGON ((2 24.5, 2 24, 1.5 24, 1.5 24.5, 2 24.5))"
"POLYGON ((2.5 24.5, 2.5 24, 2 24, 2 24.5, 2.5 24.5))"
"POLYGON ((3 24.5, 3 24, 2.5 24, 2.5 24.5, 3 24.5))"
"POLYGON ((3.5 24.5, 3.5 24, 3 24, 3 24.5, 3.5 24.5))"
"POLYGON ((4 24.5, 4 24, 3.5 24, 3.5 24.5, 4 24.5))"
"POLYGON ((4.5 24.5, 4.5 24, 4 24, 4 24.5, 4.5 24.5))"
"POLYGON ((5 24.5, 5 24, 4.5 24, 4.5 24.5, 5 24.5))"
"POLYGON ((5.5 24.5, 5.5 24, 5 24, 5 24.5, 5.5 24.5))"
"POLYGON ((6 24.5, 6 24, 5.5 24, 5.5 24.5, 6 24.5))"
"POLYGON ((6.5 24.5, 6.5 24, 6 24, 6 24.5, 6.5 24.5))"
"POLYGON ((7 24.5, 7 24, 6.5 24, 6.5 24.5, 7 24.5))"
"POLYGON ((7.5 24.5, 7.5 24, 7 24, 7 24.5, 7.5 24.5))"
"POLYGON ((8 24.5, 8 24, 7.5 24, 7.5 24.5, 8 24.5))"
"POLYGON ((8.5 24.5, 8.5 24, 8 24, 8 24.5, 8.5 24.5))"
"POLYGON ((9 24.5, 9 24, 8.5 24, 8.5 24.5, 9 24.5))"
"POLYGON ((9.5 24.5, 9.5 24, 9 24, 9 24.5, 9.5 24.5))"
"POLYGON ((10 24.5, 10 24, 9.5 24, 9.5 24.5, 10 24.5))"
"POLYGON ((10.5 24.5, 10.5 24, 10 24, 10 24.5, 10.5 24.5))"
"POLYGON ((11 24.5, 11 24, 10.5 24, 10.5 24.5, 11 24.5))"
"POLYGON ((11.5 24.5, 11.5 24, 11 24, 11 24.5, 11.5 24.5))"
"POLYGON ((12 24.5, 12 24, 11.5 24, 11.5 24.5, 12 24.5))"
"POLYGON ((12.5 24.5, 12.5 24, 12 24, 12 24.5, 12.5 24.5))"
"POLYGON ((13 24.5, 13 24, 12.5 24, 12.5 24.5, 13 24.5))"
"POLYGON ((13.5 24.5, 13.5 24, 13 24, 13 24.5, 13.5 24.5))"
"POLYGON ((14 24.5, 14 24, 13.5 24, 13.5 24.5, 14 24.5))"
"POLYGON ((14.5 24.5, 14.5 24, 14 24, 14 24.5, 14.5 24.5))"
"POLYGON ((15 24.5, 15 24, 14.5 24, 14.5 24.5, 15 24.5))"
"POLYGON ((15.5 24.5, 15.5 24, 15 24, 15 24.5, 15.5 24.5))"
"POLYGON ((16 24.5, 16 24, 15.5 24, 15.5 24.5, 16 24.5))"
"POLYGON ((16.5 24.5, 16.5 24, 16 24, 16 24.5, 16.5 24.5))"
"POLYGON ((17 24.5, 17 24, 16.5 24, 16.5 24.5, 17 24.5))"
"POLYGON ((17.5 24.5, 17.5 24, 17 24, 17 24.5, 17.5 24.5))"
"POLYGON ((18 24.5, 18 24, 17.5 24, 17.5 24.5, 18 24.5))"
"POLYGON ((18.5 24.5, 18.5 24, 18 24, 18 24.5, 18.5 24.5))"
"POLYGON ((19 24.5, 19 24, 18.5 24, 18.5 24.5, 19 24.5))"
"POLYGON ((19.5 24.5, 19.5 24, 19 24, 19 24.5, 19.5 24.5))"
"POLYGON ((20 24.5, 20 24, 19.5 24, 19.5 24.5, 20 24.5))"
"POLYGON ((20.5 24.5, 20.5 24, 20 24, 20 24.5, 20.5 24.5))"
"POLYGON ((21 24.5, 21 24, 20.5 24, 20.5 24.5, 21 24.5))"
